Food,Weight,Price,Type,Key,Date,File,SHA1
Свинина по-деревенски,100,3 руб 54 коп,Вторые блюда,05.01.2017,2018-01-05,Меню с 03.01 по 05.01.2018г -.xls,4c1c6f03ffea434771ac7532daf468b82fb4324f
Ромштекс,125,4 руб 28 коп,Вторые блюда,05.01.2017,2018-01-05,Меню с 03.01 по 05.01.2018г -.xls,4c1c6f03ffea434771ac7532daf468b82fb4324f
Филе хека с овощами,135,3 руб 48 коп,Вторые блюда,05.01.2017,2018-01-05,Меню с 03.01 по 05.01.2018г -.xls,4c1c6f03ffea434771ac7532daf468b82fb4324f
Картофель жаренный с грибами,200,1 руб 87 коп,Гарниры,05.01.2017,2018-01-05,Меню с 03.01 по 05.01.2018г -.xls,4c1c6f03ffea434771ac7532daf468b82fb4324f
Макароны отварные,150,1 руб,Гарниры,05.01.2017,2018-01-05,Меню с 03.01 по 05.01.2018г -.xls,4c1c6f03ffea434771ac7532daf468b82fb4324f
Каша пшенная,200,85 коп,Гарниры,05.01.2017,2018-01-05,Меню с 03.01 по 05.01.2018г -.xls,4c1c6f03ffea434771ac7532daf468b82fb4324f
Фасоль и мини морковь,150,2 руб 10 коп,Гарниры,05.01.2017,2018-01-05,Меню с 03.01 по 05.01.2018г -.xls,4c1c6f03ffea434771ac7532daf468b82fb4324f
Горчица,25,35 коп,Соусы,05.01.2017,2018-01-05,Меню с 03.01 по 05.01.2018г -.xls,4c1c6f03ffea434771ac7532daf468b82fb4324f
Сметана,50,47 коп,Соусы,05.01.2017,2018-01-05,Меню с 03.01 по 05.01.2018г -.xls,4c1c6f03ffea434771ac7532daf468b82fb4324f
Соус соевый,25,33 коп,Соусы,05.01.2017,2018-01-05,Меню с 03.01 по 05.01.2018г -.xls,4c1c6f03ffea434771ac7532daf468b82fb4324f
Кетчуп/ майонез,25,25 коп,Соусы,05.01.2017,2018-01-05,Меню с 03.01 по 05.01.2018г -.xls,4c1c6f03ffea434771ac7532daf468b82fb4324f
Шарлотка с яблоком,150,1 руб 26 коп,Сладкие блюда,05.01.2017,2018-01-05,Меню с 03.01 по 05.01.2018г -.xls,4c1c6f03ffea434771ac7532daf468b82fb4324f
Зефир,шт.,1 руб,Сладкие блюда,05.01.2017,2018-01-05,Меню с 03.01 по 05.01.2018г -.xls,4c1c6f03ffea434771ac7532daf468b82fb4324f
Зефир в шоколаде,шт.,1 руб 10 коп,Сладкие блюда,05.01.2017,2018-01-05,Меню с 03.01 по 05.01.2018г -.xls,4c1c6f03ffea434771ac7532daf468b82fb4324f
Батончик мюсли,шт.,60 коп,Сладкие блюда,05.01.2017,2018-01-05,Меню с 03.01 по 05.01.2018г -.xls,4c1c6f03ffea434771ac7532daf468b82fb4324f
"Вафли""Черноморские""",шт.,80 коп,Сладкие блюда,05.01.2017,2018-01-05,Меню с 03.01 по 05.01.2018г -.xls,4c1c6f03ffea434771ac7532daf468b82fb4324f
Круассан,шт.,2 руб,Сладкие блюда,05.01.2017,2018-01-05,Меню с 03.01 по 05.01.2018г -.xls,4c1c6f03ffea434771ac7532daf468b82fb4324f
"Печенье ""Фрайдей""",шт.,80 коп,Сладкие блюда,05.01.2017,2018-01-05,Меню с 03.01 по 05.01.2018г -.xls,4c1c6f03ffea434771ac7532daf468b82fb4324f
"Шоколад Спартак горький/Любимая Аленка, 20гр",шт., 40 коп,Сладкие блюда,05.01.2017,2018-01-05,Меню с 03.01 по 05.01.2018г -.xls,4c1c6f03ffea434771ac7532daf468b82fb4324f
Шоколад Спартак горький/Спартак молочный 50 г,шт.,1 руб ,Сладкие блюда,05.01.2017,2018-01-05,Меню с 03.01 по 05.01.2018г -.xls,4c1c6f03ffea434771ac7532daf468b82fb4324f
Пирожок с черникой,шт.,1 руб 25 коп,Сладкие блюда,05.01.2017,2018-01-05,Меню с 03.01 по 05.01.2018г -.xls,4c1c6f03ffea434771ac7532daf468b82fb4324f
"Шоколад""Любимая Аленка"", 100гр Шоколад""Каммунарка"" 90г",шт.,2 руб,Сладкие блюда,05.01.2017,2018-01-05,Меню с 03.01 по 05.01.2018г -.xls,4c1c6f03ffea434771ac7532daf468b82fb4324f
"Пончик с бананом,клубникой,белой глазурью,шоколадом,корицей",шт.,1 руб,Сладкие блюда,05.01.2017,2018-01-05,Меню с 03.01 по 05.01.2018г -.xls,4c1c6f03ffea434771ac7532daf468b82fb4324f
Маффин шоколадный,шт.,2 руб 20 коп,Сладкие блюда,05.01.2017,2018-01-05,Меню с 03.01 по 05.01.2018г -.xls,4c1c6f03ffea434771ac7532daf468b82fb4324f
"Вафли ""Витьба""",шт.,50 коп,Сладкие блюда,05.01.2017,2018-01-05,Меню с 03.01 по 05.01.2018г -.xls,4c1c6f03ffea434771ac7532daf468b82fb4324f
"Вафли ""Витьба by""",шт.,60 коп,Сладкие блюда,05.01.2017,2018-01-05,Меню с 03.01 по 05.01.2018г -.xls,4c1c6f03ffea434771ac7532daf468b82fb4324f
"Йогурт,сырок глазированный",шт.,65 коп,Сладкие блюда,05.01.2017,2018-01-05,Меню с 03.01 по 05.01.2018г -.xls,4c1c6f03ffea434771ac7532daf468b82fb4324f
"Кекс""Снежок""",шт.,80 коп,Сладкие блюда,05.01.2017,2018-01-05,Меню с 03.01 по 05.01.2018г -.xls,4c1c6f03ffea434771ac7532daf468b82fb4324f
"Сок""Рич""в ассортименте 1л",0.2,4 руб,Напитки,05.01.2017,2018-01-05,Меню с 03.01 по 05.01.2018г -.xls,4c1c6f03ffea434771ac7532daf468b82fb4324f
"Сок ""Рич""в ассортименте 0,2",0.2,85 коп,Напитки,05.01.2017,2018-01-05,Меню с 03.01 по 05.01.2018г -.xls,4c1c6f03ffea434771ac7532daf468b82fb4324f
Морс клюквенно-виноградный,0.2,80 коп,Напитки,05.01.2017,2018-01-05,Меню с 03.01 по 05.01.2018г -.xls,4c1c6f03ffea434771ac7532daf468b82fb4324f
Напиток лимонный,0.2,65 коп,Напитки,05.01.2017,2018-01-05,Меню с 03.01 по 05.01.2018г -.xls,4c1c6f03ffea434771ac7532daf468b82fb4324f
"Кола,фанта,спрайт",0.5,1 руб 50 коп,Напитки,05.01.2017,2018-01-05,Меню с 03.01 по 05.01.2018г -.xls,4c1c6f03ffea434771ac7532daf468b82fb4324f
Чай в ассортименте,шт.,50 коп,Напитки,05.01.2017,2018-01-05,Меню с 03.01 по 05.01.2018г -.xls,4c1c6f03ffea434771ac7532daf468b82fb4324f
Кефир,0.2,56 коп,Напитки,05.01.2017,2018-01-05,Меню с 03.01 по 05.01.2018г -.xls,4c1c6f03ffea434771ac7532daf468b82fb4324f
Боржоми,0.5,2 руб 50 коп,Напитки,05.01.2017,2018-01-05,Меню с 03.01 по 05.01.2018г -.xls,4c1c6f03ffea434771ac7532daf468b82fb4324f
Банан,100,52 коп,Фрукты,05.01.2017,2018-01-05,Меню с 03.01 по 05.01.2018г -.xls,4c1c6f03ffea434771ac7532daf468b82fb4324f
"Яблоко,груша",100,46 коп,Фрукты,05.01.2017,2018-01-05,Меню с 03.01 по 05.01.2018г -.xls,4c1c6f03ffea434771ac7532daf468b82fb4324f
Французская булочка с чесночной начиной,шт.,70 коп,"Хлеб, хлебобулочные изделия",05.01.2017,2018-01-05,Меню с 03.01 по 05.01.2018г -.xls,4c1c6f03ffea434771ac7532daf468b82fb4324f
"Хлеб ""Чиабатта""",шт.,1 руб 15 коп,"Хлеб, хлебобулочные изделия",05.01.2017,2018-01-05,Меню с 03.01 по 05.01.2018г -.xls,4c1c6f03ffea434771ac7532daf468b82fb4324f
Хлеб,2кусочек,18 коп,"Хлеб, хлебобулочные изделия",05.01.2017,2018-01-05,Меню с 03.01 по 05.01.2018г -.xls,4c1c6f03ffea434771ac7532daf468b82fb4324f
Винегрет овощной,100,1 руб 04 коп,,04.07.2018,2018-07-04,Меню с 04-07 июля.xls,2394c9e7d74d3b4e2902c8b26c7481afa4e67cbe
"Салат из помидор,огурцов и сл.перца",100,1 руб 33 коп,,04.07.2018,2018-07-04,Меню с 04-07 июля.xls,2394c9e7d74d3b4e2902c8b26c7481afa4e67cbe
"Салат ""Гавайский""",100,2 руб 47 коп,,04.07.2018,2018-07-04,Меню с 04-07 июля.xls,2394c9e7d74d3b4e2902c8b26c7481afa4e67cbe
Салат из овощей с ветчиной,100,1 руб 83 коп,,04.07.2018,2018-07-04,Меню с 04-07 июля.xls,2394c9e7d74d3b4e2902c8b26c7481afa4e67cbe
"Салат ""Радуга""",100,1 руб 16 коп,,04.07.2018,2018-07-04,Меню с 04-07 июля.xls,2394c9e7d74d3b4e2902c8b26c7481afa4e67cbe
Суп из птицы с овощами,250,1 руб 48 коп,Супы,04.07.2018,2018-07-04,Меню с 04-07 июля.xls,2394c9e7d74d3b4e2902c8b26c7481afa4e67cbe
"Рассольник ""Ленинградский""",250/20,1 руб 90 коп,Супы,04.07.2018,2018-07-04,Меню с 04-07 июля.xls,2394c9e7d74d3b4e2902c8b26c7481afa4e67cbe
Котлета по-киевски,125,2 руб 84 коп,Вторые блюда,04.07.2018,2018-07-04,Меню с 04-07 июля.xls,2394c9e7d74d3b4e2902c8b26c7481afa4e67cbe
Свинина с грибами,100,3 руб 70 коп,Вторые блюда,04.07.2018,2018-07-04,Меню с 04-07 июля.xls,2394c9e7d74d3b4e2902c8b26c7481afa4e67cbe
"Котлета ""Любимая""",115,2 руб 80 коп,Вторые блюда,04.07.2018,2018-07-04,Меню с 04-07 июля.xls,2394c9e7d74d3b4e2902c8b26c7481afa4e67cbe
Ромштекс,125,5 руб 01 коп,Вторые блюда,04.07.2018,2018-07-04,Меню с 04-07 июля.xls,2394c9e7d74d3b4e2902c8b26c7481afa4e67cbe
Стейк из семги,100,11 руб 50 коп,Вторые блюда,04.07.2018,2018-07-04,Меню с 04-07 июля.xls,2394c9e7d74d3b4e2902c8b26c7481afa4e67cbe
Рыба хек жареная,100,3 руб 90 коп,Вторые блюда,04.07.2018,2018-07-04,Меню с 04-07 июля.xls,2394c9e7d74d3b4e2902c8b26c7481afa4e67cbe
Каша пшенная,200,70 коп,Гарниры,04.07.2018,2018-07-04,Меню с 04-07 июля.xls,2394c9e7d74d3b4e2902c8b26c7481afa4e67cbe
"Рис ""Мозаика""",150,1 руб 66 коп,Гарниры,04.07.2018,2018-07-04,Меню с 04-07 июля.xls,2394c9e7d74d3b4e2902c8b26c7481afa4e67cbe
Картофель отварной,200,1 руб 06 коп,Гарниры,04.07.2018,2018-07-04,Меню с 04-07 июля.xls,2394c9e7d74d3b4e2902c8b26c7481afa4e67cbe
Брокколи,150,2 руб 10 коп,Гарниры,04.07.2018,2018-07-04,Меню с 04-07 июля.xls,2394c9e7d74d3b4e2902c8b26c7481afa4e67cbe
Горчица,25,45 коп,Соусы,04.07.2018,2018-07-04,Меню с 04-07 июля.xls,2394c9e7d74d3b4e2902c8b26c7481afa4e67cbe
Соевый соус,25,34 коп,Соусы,04.07.2018,2018-07-04,Меню с 04-07 июля.xls,2394c9e7d74d3b4e2902c8b26c7481afa4e67cbe
Сметана,25,30 коп,Соусы,04.07.2018,2018-07-04,Меню с 04-07 июля.xls,2394c9e7d74d3b4e2902c8b26c7481afa4e67cbe
Кетчуп,25,25 коп,Соусы,04.07.2018,2018-07-04,Меню с 04-07 июля.xls,2394c9e7d74d3b4e2902c8b26c7481afa4e67cbe
"Соус""Hainz"" в ассортименте",шт.,50 коп,Соусы,04.07.2018,2018-07-04,Меню с 04-07 июля.xls,2394c9e7d74d3b4e2902c8b26c7481afa4e67cbe
Пудинг из творога,150,1 руб 78 коп,Сладкие блюда,04.07.2018,2018-07-04,Меню с 04-07 июля.xls,2394c9e7d74d3b4e2902c8b26c7481afa4e67cbe
Напиток клюквенный,0.2,66 коп,напитки,04.07.2018,2018-07-04,Меню с 04-07 июля.xls,2394c9e7d74d3b4e2902c8b26c7481afa4e67cbe
Французская булочка с чесночной начиной,шт.,70 коп,"Хлеб, хлебобулочные изделия",04.07.2018,2018-07-04,Меню с 04-07 июля.xls,2394c9e7d74d3b4e2902c8b26c7481afa4e67cbe
"Хлеб ""Чиабатта""",шт.,1 руб 15 коп,"Хлеб, хлебобулочные изделия",04.07.2018,2018-07-04,Меню с 04-07 июля.xls,2394c9e7d74d3b4e2902c8b26c7481afa4e67cbe
Хлеб,2кусочек,18 коп,"Хлеб, хлебобулочные изделия",04.07.2018,2018-07-04,Меню с 04-07 июля.xls,2394c9e7d74d3b4e2902c8b26c7481afa4e67cbe
"Салат ""Белые росы""(говядина)",100,2 руб 04 коп,,05.06.2018,2018-06-05,Меню с 04-07 июля.xls,2394c9e7d74d3b4e2902c8b26c7481afa4e67cbe
Салат из птицы с ветчиной,100,1 руб 72 коп,,05.06.2018,2018-06-05,Меню с 04-07 июля.xls,2394c9e7d74d3b4e2902c8b26c7481afa4e67cbe
"Салат""Весна""(редис,огурцы свежие)",100,1 руб 95 коп,,05.06.2018,2018-06-05,Меню с 04-07 июля.xls,2394c9e7d74d3b4e2902c8b26c7481afa4e67cbe
"Салат ""Несвижский""",100,97  коп,,05.06.2018,2018-06-05,Меню с 04-07 июля.xls,2394c9e7d74d3b4e2902c8b26c7481afa4e67cbe
Салат из помидор и огурцов,100,1 руб 14 коп,,05.06.2018,2018-06-05,Меню с 04-07 июля.xls,2394c9e7d74d3b4e2902c8b26c7481afa4e67cbe
Суп картофельный с фасолью и курицей,250,1 руб 44 коп,Супы,05.06.2018,2018-06-05,Меню с 04-07 июля.xls,2394c9e7d74d3b4e2902c8b26c7481afa4e67cbe
Борщ с курицей и сметаной,250/25,1 руб 60 коп,Супы,05.06.2018,2018-06-05,Меню с 04-07 июля.xls,2394c9e7d74d3b4e2902c8b26c7481afa4e67cbe
Суп картофельный с рисом,250,1 руб 30 коп,Супы,05.06.2018,2018-06-05,Меню с 04-07 июля.xls,2394c9e7d74d3b4e2902c8b26c7481afa4e67cbe
Оладьи картофельные с мясом,260/30,3 руб 62 коп,Вторые блюда,05.06.2018,2018-06-05,Меню с 04-07 июля.xls,2394c9e7d74d3b4e2902c8b26c7481afa4e67cbe
"Курица""Сытная""",140,3 руб 57 коп,Вторые блюда,05.06.2018,2018-06-05,Меню с 04-07 июля.xls,2394c9e7d74d3b4e2902c8b26c7481afa4e67cbe
Бифштекс с яйцом,90,2 руб 60 коп,Вторые блюда,05.06.2018,2018-06-05,Меню с 04-07 июля.xls,2394c9e7d74d3b4e2902c8b26c7481afa4e67cbe
"Шницель ""Нептун""",120,4 руб 56 коп,Вторые блюда,05.06.2018,2018-06-05,Меню с 04-07 июля.xls,2394c9e7d74d3b4e2902c8b26c7481afa4e67cbe
Печень говяжья с луком,100/20,3 руб 31 коп,Вторые блюда,05.06.2018,2018-06-05,Меню с 04-07 июля.xls,2394c9e7d74d3b4e2902c8b26c7481afa4e67cbe
Каша перловая,200,90 коп,Гарниры,05.06.2018,2018-06-05,Меню с 04-07 июля.xls,2394c9e7d74d3b4e2902c8b26c7481afa4e67cbe
Картофель жареный с грибами и луком,200,1 руб 20 коп,Гарниры,05.06.2018,2018-06-05,Меню с 04-07 июля.xls,2394c9e7d74d3b4e2902c8b26c7481afa4e67cbe
Спагетти,150,90 коп,Гарниры,05.06.2018,2018-06-05,Меню с 04-07 июля.xls,2394c9e7d74d3b4e2902c8b26c7481afa4e67cbe
Овощи тушеные,150,2 руб,Гарниры,05.06.2018,2018-06-05,Меню с 04-07 июля.xls,2394c9e7d74d3b4e2902c8b26c7481afa4e67cbe
"Горчица,хрен",25,45 коп,Соусы,05.06.2018,2018-06-05,Меню с 04-07 июля.xls,2394c9e7d74d3b4e2902c8b26c7481afa4e67cbe
Соевый соус,25,34 коп,Соусы,05.06.2018,2018-06-05,Меню с 04-07 июля.xls,2394c9e7d74d3b4e2902c8b26c7481afa4e67cbe
Сметана,25,30 коп,Соусы,05.06.2018,2018-06-05,Меню с 04-07 июля.xls,2394c9e7d74d3b4e2902c8b26c7481afa4e67cbe
Кетчуп,25,25 коп,Соусы,05.06.2018,2018-06-05,Меню с 04-07 июля.xls,2394c9e7d74d3b4e2902c8b26c7481afa4e67cbe
"Соус""Hainz"" в ассортименте",шт.,50 коп,Соусы,05.06.2018,2018-06-05,Меню с 04-07 июля.xls,2394c9e7d74d3b4e2902c8b26c7481afa4e67cbe
Банан в слойке,130,2 руб 40 коп,Сладкие блюда,05.06.2018,2018-06-05,Меню с 04-07 июля.xls,2394c9e7d74d3b4e2902c8b26c7481afa4e67cbe
Компот из сухофруктов,0.2,69 коп,Напитки,05.06.2018,2018-06-05,Меню с 04-07 июля.xls,2394c9e7d74d3b4e2902c8b26c7481afa4e67cbe
Французская булочка с чесночной начиной,шт.,70 коп,"Хлеб, хлебобулочные изделия",05.06.2018,2018-06-05,Меню с 04-07 июля.xls,2394c9e7d74d3b4e2902c8b26c7481afa4e67cbe
"Хлеб ""Чиабатта""",шт.,1 руб 15 коп,"Хлеб, хлебобулочные изделия",05.06.2018,2018-06-05,Меню с 04-07 июля.xls,2394c9e7d74d3b4e2902c8b26c7481afa4e67cbe
Хлеб,2кусочек,18 коп,"Хлеб, хлебобулочные изделия",05.06.2018,2018-06-05,Меню с 04-07 июля.xls,2394c9e7d74d3b4e2902c8b26c7481afa4e67cbe
Салат мясной с фасолью,100,1 руб 40 коп,,06.07.2018,2018-07-06,Меню с 04-07 июля.xls,2394c9e7d74d3b4e2902c8b26c7481afa4e67cbe
Салат овощной с сыром,100,1 руб 40 коп,,06.07.2018,2018-07-06,Меню с 04-07 июля.xls,2394c9e7d74d3b4e2902c8b26c7481afa4e67cbe
Салат из капусты,100,60 коп,,06.07.2018,2018-07-06,Меню с 04-07 июля.xls,2394c9e7d74d3b4e2902c8b26c7481afa4e67cbe
Салат из птицы с пекинской капустой,100,1 руб 47 коп,,06.07.2018,2018-07-06,Меню с 04-07 июля.xls,2394c9e7d74d3b4e2902c8b26c7481afa4e67cbe
"Рулетики ""Аппетитные""",120,3 руб 35 коп,,06.07.2018,2018-07-06,Меню с 04-07 июля.xls,2394c9e7d74d3b4e2902c8b26c7481afa4e67cbe
Суп гороховый,250,1 руб 06 коп,Супы,06.07.2018,2018-07-06,Меню с 04-07 июля.xls,2394c9e7d74d3b4e2902c8b26c7481afa4e67cbe
